,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
85,Carl Rinsch,218.0,128.0,47.0,982.0,Cary-Hiroyuki Tagawa,18000.0,38297305.0,Keanu Reeves,47 Ronin ,116994.0,20965.0,Jin Akanishi,2.0,box office flop|ronin|samurai|shogun|tournament,324.0,USA,PG-13,175000000.0,2013.0,1000.0,6.3,35000.0,-136702695.0,-78.11582571428572
86,Anthony Russo,576.0,136.0,94.0,2000.0,Chris Evans,19000.0,259746958.0,Scarlett Johansson,Captain America: The Winter Soldier ,496749.0,36188.0,Hayley Atwell,1.0,conspiracy|heroism|megalomaniac|super soldier|world domination,742.0,USA,PG-13,170000000.0,2014.0,11000.0,7.8,55000.0,89746958.0,52.792328235294114
87,Mike Mitchell,226.0,93.0,31.0,213.0,Kathy Griffin,4000.0,238371987.0,Jon Hamm,Shrek Forever After ,138661.0,4628.0,Mary Kay Place,2.0,alternate world|fairy tale parody|female warrior|ogre|true love,173.0,USA,PG,165000000.0,2010.0,225.0,6.4,0.0,73371987.0,44.467870909090905
88,Brad Bird,443.0,130.0,663.0,604.0,Chris Bauer,2000.0,93417865.0,Judy Greer,Tomorrowland ,128306.0,5046.0,Thomas Robinson,2.0,boy genius|futuristic city|inventor|teenage girl|time travel,497.0,USA,PG,190000000.0,2015.0,638.0,6.5,37000.0,-96582135.0,-50.832702631578954
89,Don Hall,384.0,102.0,38.0,562.0,Daniel Henney,756.0,222487711.0,Damon Wayans Jr.,Big Hero 6 ,279093.0,2963.0,Abraham Benrubi,0.0,high tech|martial arts|masked man|robot|superhero,433.0,USA,PG,165000000.0,2014.0,719.0,7.9,41000.0,57487711.0,34.84103696969697
90,Rich Moore,377.0,101.0,66.0,833.0,Sarah Silverman,975.0,189412677.0,Jack McBrayer,Wreck-It Ralph ,272534.0,4451.0,Joe Lo Truglio,1.0,arcade|candy|glitch|king|medal,345.0,USA,PG,165000000.0,2012.0,931.0,7.8,40000.0,24412677.0,14.795561818181818
91,Robert Zemeckis,188.0,100.0,0.0,267.0,Eddie Deezen,15000.0,665426.0,Tom Hanks,The Polar Express ,120798.0,16264.0,Peter Scolari,0.0,boy|christmas|christmas eve|north pole|train,444.0,USA,G,165000000.0,2004.0,726.0,6.6,10000.0,-164334574.0,-99.59671151515151
92,Roland Emmerich,286.0,120.0,776.0,535.0,Sela Ward,890.0,102315545.0,Vivica A. Fox,Independence Day: Resurgence ,58137.0,3233.0,Judd Hirsch,0.0,alien|battle|defense|independence day|mothership,520.0,USA,PG-13,165000000.0,2016.0,812.0,5.5,67000.0,-62684455.0,-37.99057878787879
93,Dean DeBlois,288.0,98.0,255.0,759.0,America Ferrera,18000.0,217387997.0,Gerard Butler,How to Train Your Dragon ,485430.0,20453.0,Craig Ferguson,0.0,dragon|island|training|viking|village,492.0,USA,PG,165000000.0,2010.0,953.0,8.2,33000.0,52387997.0,31.75030121212121
94,Jonathan Mostow,280.0,109.0,84.0,191.0,M.C. Gainey,648.0,150350192.0,Nick Stahl,Terminator 3: Rise of the Machines ,305340.0,1769.0,Carolyn Hennesy,0.0,drifter|exploding truck|future|machine|skynet,1676.0,USA,R,200000000.0,2003.0,284.0,6.4,0.0,-49649808.0,-24.824904
95,James Gunn,653.0,121.0,571.0,3000.0,Vin Diesel,14000.0,333130696.0,Bradley Cooper,Guardians of the Galaxy ,682155.0,32438.0,Djimon Hounsou,3.0,bounty hunter|outer space|raccoon|talking animal|tree,1097.0,USA,PG-13,170000000.0,2014.0,14000.0,8.1,96000.0,163130696.0,95.95923294117648
96,Christopher Nolan,712.0,169.0,22000.0,6000.0,Anne Hathaway,11000.0,187991439.0,Matthew McConaughey,Interstellar ,928227.0,31488.0,Mackenzie Foy,1.0,black hole|father daughter relationship|saving the world|space travel|wormhole,2725.0,USA,PG-13,165000000.0,2014.0,11000.0,8.6,349000.0,22991439.0,13.934205454545454
97,Christopher Nolan,642.0,148.0,22000.0,23000.0,Tom Hardy,29000.0,292568851.0,Leonardo DiCaprio,Inception ,1468200.0,81115.0,Joseph Gordon-Levitt,0.0,ambiguous ending|corporate espionage|dream|subconscious|thief,2803.0,USA,PG-13,160000000.0,2010.0,27000.0,8.8,175000.0,132568851.0,82.855531875
98,Hideaki Anno,1.0,120.0,28.0,12.0,Shin'ya Tsukamoto,544.0,0.0,Mark Chinnery,Godzilla Resurgence ,374.0,699.0,Atsuko Maeda,0.0,blood|godzilla|monster|sequel,13.0,Others,R,0.0,2016.0,106.0,8.2,0.0,0.0,0.0
99,Peter Jackson,645.0,182.0,0.0,773.0,Adam Brown,5000.0,303001229.0,Aidan Turner,The Hobbit: An Unexpected Journey ,637246.0,9152.0,James Nesbitt,1.0,dragon|dwarf|hobbit|orc|wizard,1367.0,USA,PG-13,180000000.0,2012.0,972.0,7.9,166000.0,123001229.0,68.33401611111111
100,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,Paul Walker,The Fast and the Furious ,272223.0,45327.0,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988.0,USA,PG-13,38000000.0,2001.0,14000.0,6.7,14000.0,106512310.0,280.29555263157897
101,David Fincher,362.0,166.0,21000.0,919.0,Jason Flemyng,11000.0,127490802.0,Brad Pitt,The Curious Case of Benjamin Button ,459346.0,13333.0,Julia Ormond,2.0,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,822.0,USA,PG-13,150000000.0,2008.0,1000.0,7.8,23000.0,-22509198.0,-15.006132
102,Matthew Vaughn,500.0,132.0,905.0,1000.0,Michael Fassbender,34000.0,146405371.0,Jennifer Lawrence,X-Men: First Class ,518537.0,50983.0,Oliver Platt,3.0,cia|cia agent|mutant|nuclear war|professor,698.0,USA,PG-13,160000000.0,2011.0,13000.0,7.8,54000.0,-13594629.0,-8.496643125
103,Francis Lawrence,389.0,137.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,281666058.0,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,166137.0,81385.0,Josh Hutcherson,1.0,death of sister|dystopia|execution|rebellion|revolution,383.0,USA,PG-13,160000000.0,2015.0,22000.0,6.6,38000.0,121666058.0,76.04128625
104,Jon Turteltaub,235.0,109.0,226.0,370.0,Omar Benson Miller,12000.0,63143812.0,Nicolas Cage,The Sorcerer's Apprentice ,124185.0,13388.0,Robert Capron,0.0,chosen one|enchanted object|love|spell|training,238.0,USA,PG,150000000.0,2010.0,418.0,6.1,11000.0,-86856188.0,-57.90412533333333
105,Wolfgang Petersen,231.0,98.0,249.0,702.0,Mike Vogel,87000.0,60655503.0,Jimmy Bennett,Poseidon ,82380.0,92456.0,Andre Braugher,0.0,cruise|escape|ocean|passenger|water,629.0,USA,PG-13,160000000.0,2006.0,2000.0,5.6,0.0,-99344497.0,-62.090310625
106,James Bobin,218.0,113.0,33.0,11000.0,Alan Rickman,40000.0,76846624.0,Johnny Depp,Alice Through the Looking Glass ,21352.0,80806.0,Anne Hathaway,1.0,clock|dark fantasy|mad hatter|queen|sequel,131.0,USA,PG,170000000.0,2016.0,25000.0,6.4,30000.0,-93153376.0,-54.796103529411766
107,Chris Miller,227.0,93.0,50.0,692.0,Eric Idle,3000.0,320706665.0,Justin Timberlake,Shrek the Third ,211971.0,4705.0,Rupert Everett,2.0,disney spoof|fairy tale|prince|princess|tough guy,326.0,USA,PG,160000000.0,2007.0,795.0,6.1,0.0,160706665.0,100.44166562500001
108,Duncan Jones,275.0,123.0,0.0,648.0,Callum Rennie,3000.0,46978995.0,Dominic Cooper,Warcraft ,111609.0,5505.0,Ruth Negga,0.0,based on video game|fictional language|fictional war|orc|sword and sorcery,781.0,USA,PG-13,160000000.0,2016.0,716.0,7.3,89000.0,-113021005.0,-70.638128125
109,Alan Taylor,474.0,126.0,230.0,2000.0,Emilia Clarke,24000.0,89732035.0,J.K. Simmons,Terminator Genisys ,188457.0,38873.0,Matt Smith,2.0,alternate timeline|cyborg|future|robot|time machine,867.0,USA,PG-13,155000000.0,2015.0,10000.0,6.6,82000.0,-65267965.0,-42.10836451612903
110,Michael Apted,228.0,113.0,150.0,59.0,Shane Rangi,531.0,104383624.0,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446.0,764.0,Laura Brent,4.0,dragon|king|mouse|quest|warrior,227.0,USA,PG,155000000.0,2010.0,82.0,6.3,11000.0,-50616376.0,-32.65572645161291
111,Michael Bay,191.0,184.0,0.0,691.0,Jaime King,3000.0,198539855.0,Jennifer Garner,Pearl Harbor ,254111.0,5401.0,Mako,0.0,air raid|black smoke|japanese military|japanese navy|sunday,1999.0,USA,PG-13,140000000.0,2001.0,961.0,6.1,0.0,58539855.0,41.81418214285714
112,Michael Bay,396.0,144.0,0.0,581.0,Michael O'Neill,662.0,318759914.0,Zack Ward,Transformers ,513158.0,2333.0,Kevin Dunn,0.0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782.0,USA,PG-13,150000000.0,2007.0,599.0,7.1,8000.0,168759914.0,112.50660933333334
113,Oliver Stone,248.0,206.0,0.0,591.0,Angelina Jolie Pitt,12000.0,34293771.0,Anthony Hopkins,Alexander ,138863.0,24598.0,Brian Blessed,3.0,ancient greece|conquest|greek|greek myth|king,1390.0,Others,R,155000000.0,2004.0,11000.0,5.5,0.0,-120706229.0,-77.8749864516129
114,David Yates,329.0,138.0,282.0,687.0,Daniel Radcliffe,21000.0,292000866.0,Robert Pattinson,Harry Potter and the Order of the Phoenix ,355137.0,33433.0,Fiona Shaw,3.0,battle|magic|school|teacher|wizard,1108.0,UK,PG-13,150000000.0,2007.0,11000.0,7.5,0.0,142000866.0,94.667244
115,Mike Newell,295.0,157.0,179.0,10000.0,Daniel Radcliffe,21000.0,289994397.0,Robert Pattinson,Harry Potter and the Goblet of Fire ,385670.0,53413.0,Rupert Grint,1.0,fire|goblet|magic|tournament|wizard,1896.0,UK,PG-13,150000000.0,2005.0,11000.0,7.6,0.0,139994397.0,93.329598
116,Peter Berg,318.0,102.0,532.0,979.0,Charlize Theron,10000.0,227946274.0,Will Smith,Hancock ,343648.0,21584.0,Eddie Marsan,0.0,bully comeuppance|destruction|prison|superhero|tough girl,590.0,USA,PG-13,150000000.0,2008.0,9000.0,6.4,0.0,77946274.0,51.96418266666667
117,Francis Lawrence,323.0,104.0,508.0,558.0,Alice Braga,10000.0,256386216.0,Will Smith,I Am Legend ,530870.0,13076.0,Willow Smith,0.0,new york city|pandemic|post apocalypse|survivalist|virus,1413.0,USA,PG-13,150000000.0,2007.0,1000.0,7.2,11000.0,106386216.0,70.924144
118,Tim Burton,276.0,115.0,13000.0,588.0,Christopher Lee,40000.0,206456431.0,Johnny Depp,Charlie and the Chocolate Factory ,320284.0,57844.0,David Kelly,3.0,chocolate|diminution|miniaturization|physical flexability|ticket,1361.0,USA,PG,150000000.0,2005.0,16000.0,6.7,0.0,56456431.0,37.63762066666666
119,Brad Bird,318.0,111.0,663.0,954.0,John Ratzenberger,1000.0,206435493.0,Janeane Garofalo,Ratatouille ,473887.0,4764.0,Brian Dennehy,0.0,chef|food|french|rat|restaurant,626.0,USA,G,150000000.0,2007.0,1000.0,8.0,10000.0,56435493.0,37.623662
120,Christopher Nolan,478.0,128.0,22000.0,11000.0,Liam Neeson,23000.0,205343774.0,Christian Bale,Batman Begins ,980946.0,59558.0,Morgan Freeman,0.0,armored car|gangster|gotham|mixed martial arts|social decay,2685.0,USA,PG-13,150000000.0,2005.0,14000.0,8.3,15000.0,55343774.0,36.89584933333334
121,Eric Darnell,167.0,89.0,35.0,436.0,Jada Pinkett Smith,1000.0,179982968.0,Bernie Mac,Madagascar: Escape 2 Africa ,146019.0,3285.0,Cedric the Entertainer,0.0,africa|madagascar|new york city|sequel|zoo,119.0,USA,PG,150000000.0,2008.0,851.0,6.7,0.0,29982968.0,19.98864533333333
122,Shawn Levy,185.0,105.0,189.0,1000.0,Rami Malek,49000.0,177243721.0,Robin Williams,Night at the Museum: Battle of the Smithsonian ,130272.0,54039.0,Steve Coogan,2.0,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,209.0,USA,PG,150000000.0,2009.0,3000.0,5.9,2000.0,27243721.0,18.162480666666667
123,Gavin Hood,350.0,119.0,151.0,2000.0,Ryan Reynolds,20000.0,179883016.0,Hugh Jackman,X-Men Origins: Wolverine ,361924.0,40054.0,Dominic Monaghan,0.0,army|civil war|claw fight|commando|wolverine the character,641.0,USA,PG-13,150000000.0,2009.0,16000.0,6.7,0.0,29883016.0,19.92201066666667
124,Lana Wachowski,245.0,129.0,0.0,233.0,Collin Chou,309.0,139259759.0,Essie Davis,The Matrix Revolutions ,364948.0,1062.0,Nona Gaye,0.0,battle|epic|fight|future|machine,2121.0,Others,R,150000000.0,2003.0,269.0,6.7,0.0,-10740241.0,-7.160160666666666
125,Chris Buck,406.0,102.0,69.0,490.0,Maurice LaMarche,1000.0,400736600.0,Josh Gad,Frozen ,421658.0,2582.0,Livvy Stubenrauch,0.0,magic|sister love|sister sister relationship|snow|snowman,904.0,USA,PG,150000000.0,2013.0,523.0,7.6,58000.0,250736600.0,167.1577333333333
126,Lana Wachowski,275.0,138.0,0.0,30.0,Daniel Bernhardt,234.0,281492479.0,Steve Bastoni,The Matrix Reloaded ,421818.0,534.0,Helmut Bakaitis,0.0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,2789.0,USA,R,150000000.0,2003.0,198.0,7.2,0.0,131492479.0,87.66165266666667
127,Alan Taylor,486.0,112.0,230.0,12000.0,Natalie Portman,26000.0,206360018.0,Chris Hemsworth,Thor: The Dark World ,414070.0,59803.0,Anthony Hopkins,3.0,arrest|portal|thor|warrior|weapon,532.0,USA,PG-13,170000000.0,2013.0,20000.0,7.1,63000.0,36360018.0,21.38824588235294
128,George Miller,739.0,120.0,750.0,943.0,Charlize Theron,27000.0,153629485.0,Tom Hardy,Mad Max: Fury Road ,552503.0,40025.0,Zoë Kravitz,0.0,australia|desert|escape|on the run|post apocalypse,1588.0,Others,R,150000000.0,2015.0,9000.0,8.1,191000.0,3629485.0,2.4196566666666666
129,Ron Howard,298.0,146.0,2000.0,294.0,Ayelet Zurer,15000.0,133375846.0,Tom Hanks,Angels & Demons ,207839.0,16948.0,Armin Mueller-Stahl,2.0,conclave|illuminati|murder|reference to bernini|reference to raphael,435.0,USA,PG-13,150000000.0,2009.0,745.0,6.7,0.0,-16624154.0,-11.082769333333333
130,Kenneth Branagh,516.0,115.0,0.0,12000.0,Natalie Portman,26000.0,181015141.0,Chris Hemsworth,Thor ,536314.0,60059.0,Anthony Hopkins,1.0,battle|marvel cinematic universe|scientist|thor|throne,738.0,USA,PG-13,150000000.0,2011.0,20000.0,7.0,63000.0,31015141.0,20.676760666666667
131,Byron Howard,225.0,96.0,59.0,699.0,Diedrich Bader,17000.0,114053579.0,Chloë Grace Moretz,Bolt ,146766.0,20007.0,James Lipton,0.0,cat|dog|hamster|new york city|superpower,178.0,USA,PG,150000000.0,2008.0,759.0,6.9,0.0,-35946421.0,-23.964280666666667
132,Hoyt Yeatman,145.0,88.0,12.0,182.0,Piper Mackenzie Harris,730.0,119420252.0,Kelli Garner,G-Force ,33042.0,2217.0,Niecy Nash,0.0,fbi director|guinea pig|household appliance|secret agent|talking mouse,90.0,USA,PG,150000000.0,2009.0,607.0,5.1,0.0,-30579748.0,-20.386498666666668
133,Jonathan Liebesman,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,83640426.0,Liam Neeson,Wrath of the Titans ,152826.0,16184.0,Lily James,0.0,ares|hades|titan|underworld|zeus,253.0,USA,PG-13,150000000.0,2012.0,897.0,5.8,19000.0,-66359574.0,-44.239716
134,Tim Burton,526.0,113.0,13000.0,16000.0,Chloë Grace Moretz,40000.0,79711678.0,Johnny Depp,Dark Shadows ,199039.0,80849.0,Christopher Lee,7.0,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,479.0,USA,PG-13,100000000.0,2012.0,17000.0,6.2,82000.0,-20288322.0,-20.288322
135,Christopher McQuarrie,465.0,131.0,188.0,641.0,Jeremy Renner,10000.0,195000874.0,Tom Cruise,Mission: Impossible - Rogue Nation ,232187.0,21840.0,Sean Harris,0.0,capture|computer hacker|mission|rogue agent|spy,440.0,Others,PG-13,150000000.0,2015.0,10000.0,7.4,47000.0,45000874.0,30.000582666666663
136,Joe Johnston,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,61937495.0,Anthony Hopkins,The Wolfman ,89442.0,13071.0,Art Malik,0.0,asylum|death|full moon|transformation|werewolf,432.0,USA,R,150000000.0,2010.0,490.0,5.8,0.0,-88062505.0,-58.708336666666675
138,Steve Hickner,194.0,91.0,58.0,826.0,Oprah Winfrey,2000.0,126597121.0,Matthew Broderick,Bee Movie ,105902.0,6576.0,Rip Torn,0.0,bee|dream sequence|egg|scatological humor|squashed bug,206.0,USA,PG,150000000.0,2007.0,852.0,6.2,0.0,-23402879.0,-15.601919333333333
139,Jennifer Yuh Nelson,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718.0,21015.0,Mike Bell,0.0,china|kung fu|panda|peacock|tigress,209.0,USA,PG,150000000.0,2011.0,10000.0,7.3,20000.0,15230261.0,10.153507333333334
140,M. Night Shyamalan,280.0,103.0,0.0,346.0,Noah Ringer,1000.0,131564731.0,Seychelle Gabriel,The Last Airbender ,118951.0,2857.0,Aasif Mandvi,0.0,avatar|fire|kingdom|tribe|water,1382.0,USA,PG,150000000.0,2010.0,756.0,4.2,18000.0,-18435269.0,-12.290179333333333
141,J.J. Abrams,310.0,124.0,14000.0,979.0,Tom Cruise,22000.0,133382309.0,Philip Seymour Hoffman,Mission: Impossible III ,256695.0,34817.0,Eddie Marsan,0.0,arms dealer|fictional government agency|mission|rescue|vatican,871.0,USA,PG-13,150000000.0,2006.0,10000.0,6.9,0.0,-16617691.0,-11.078460666666667
142,Roland Emmerich,339.0,131.0,776.0,256.0,Jake Weber,17000.0,73103784.0,Channing Tatum,White House Down ,164238.0,18204.0,Matt Craven,2.0,black u.s. president|president|secret service|tour|white house,434.0,USA,PG-13,150000000.0,2013.0,551.0,6.4,33000.0,-76896216.0,-51.264144
143,Simon Wells,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Elisabeth Harnois,Mars Needs Moms ,17590.0,2652.0,Tom Everett Scott,0.0,boy|martian|rescue|robot|sexism,112.0,USA,PG,150000000.0,2011.0,562.0,5.4,0.0,-128620685.0,-85.74712333333333
144,David Bowers,135.0,85.0,42.0,586.0,Kate Winslet,20000.0,64459316.0,Hugh Jackman,Flushed Away ,85086.0,35161.0,David Suchet,0.0,boat|frog|rat|sewer|toad,122.0,UK,PG,149000000.0,2006.0,14000.0,6.7,0.0,-84540684.0,-56.73871409395973
145,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Hugh Jackman,Pan ,39956.0,21393.0,Nonso Anozie,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,186.0,USA,PG,150000000.0,2015.0,548.0,5.8,24000.0,-115035182.0,-76.69012133333334
146,Rob Minkoff,196.0,92.0,50.0,517.0,Zach Callison,3000.0,111505642.0,Ty Burrell,Mr. Peabody & Sherman ,47900.0,5810.0,Karan Brar,2.0,dog|father son relationship|inventor|talking dog|time travel,130.0,USA,PG,145000000.0,2014.0,1000.0,6.9,11000.0,-33494358.0,-23.09955724137931
147,Wolfgang Petersen,220.0,196.0,249.0,844.0,Orlando Bloom,11000.0,133228348.0,Brad Pitt,Troy ,381672.0,17944.0,Julian Glover,2.0,greek|mythology|prince|trojan|troy,1694.0,USA,R,175000000.0,2004.0,5000.0,7.2,0.0,-41771652.0,-23.86951542857143
148,Eric Darnell,211.0,93.0,35.0,436.0,Martin Short,851.0,216366733.0,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,119213.0,2444.0,Cedric the Entertainer,0.0,animal|circus|island name in title|lemur|penguin,154.0,USA,PG,145000000.0,2012.0,770.0,6.9,17000.0,71366733.0,49.21843655172414
149,Lee Tamahori,264.0,133.0,93.0,746.0,Colin Salmon,769.0,160201106.0,Toby Stephens,Die Another Day ,169914.0,2538.0,Rick Yune,0.0,catfight|clinic|colonel|diamond|patricide,1185.0,UK,PG-13,142000000.0,2002.0,766.0,6.1,0.0,18201106.0,12.81768028169014
150,Paul Feig,464.0,116.0,176.0,322.0,Kate McKinnon,783.0,118099659.0,Ed Begley Jr.,Ghostbusters ,69757.0,2097.0,Zach Woods,4.0,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211.0,USA,PG-13,144000000.0,2016.0,370.0,5.5,62000.0,-25900341.0,-17.986347916666666
151,Michael Bay,167.0,153.0,0.0,537.0,Steve Buscemi,13000.0,201573391.0,Bruce Willis,Armageddon ,322395.0,26029.0,Will Patton,0.0,asteroid|astronaut|bomb|meteorite|outer space,1171.0,USA,PG-13,140000000.0,1998.0,12000.0,6.6,11000.0,61573391.0,43.98099357142857
152,Barry Sonnenfeld,208.0,88.0,188.0,826.0,Rosario Dawson,10000.0,190418803.0,Will Smith,Men in Black II ,270207.0,14823.0,Rip Torn,2.0,alien|lingerie|lingerie model|m.i.b.|pug,606.0,USA,PG-13,140000000.0,2002.0,3000.0,6.1,2000.0,50418803.0,36.01343071428572
153,Robert Zemeckis,287.0,115.0,0.0,964.0,Anthony Hopkins,18000.0,82161969.0,Robin Wright,Beowulf ,142440.0,31523.0,Sebastian Roché,1.0,creature|demon|king|reward|warrior,505.0,USA,PG-13,150000000.0,2007.0,12000.0,6.3,3000.0,-67838031.0,-45.225354
154,Alessandro Carloni,210.0,95.0,5.0,967.0,Angelina Jolie Pitt,24000.0,143523463.0,J.K. Simmons,Kung Fu Panda 3 ,64322.0,36095.0,Wayne Knight,0.0,china|kung fu|panda|pig|village,145.0,USA,PG,145000000.0,2016.0,11000.0,7.2,24000.0,-1476537.0,-1.0183013793103448
155,Brad Bird,432.0,133.0,663.0,690.0,Jeremy Renner,10000.0,209364921.0,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104.0,21768.0,Michael Nyqvist,3.0,dubai|kremlin|race against time|russian|terrorist,512.0,USA,PG-13,145000000.0,2011.0,10000.0,7.4,35000.0,64364921.0,44.389600689655175
156,Peter Ramsey,256.0,97.0,52.0,161.0,Kamil McFadden,20000.0,103400692.0,Hugh Jackman,Rise of the Guardians ,123553.0,20645.0,Khamani Griffin,0.0,belief|box office hit|children|new york city|tooth,174.0,USA,PG,145000000.0,2012.0,315.0,7.3,25000.0,-41599308.0,-28.689177931034482
157,Dean Parisot,135.0,90.0,23.0,233.0,Richard Burgi,957.0,110332737.0,John Michael Higgins,Fun with Dick and Jane ,110788.0,1997.0,David Herman,1.0,animal abuse|ceo|heist|suburb|unemployment,258.0,USA,PG-13,100000000.0,2005.0,550.0,6.1,2000.0,10332737.0,10.332737
158,Edward Zwick,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,Tom Cruise,The Last Samurai ,317166.0,11945.0,Chad Lindberg,1.0,captain|emperor|honor|japan|samurai,928.0,USA,R,140000000.0,2003.0,956.0,7.7,0.0,-28889425.0,-20.63530357142857
159,Ridley Scott,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Christian Bale,Exodus: Gods and Kings ,128682.0,26490.0,Ben Mendelsohn,0.0,egypt|exodus|moses|pharaoh|plague,657.0,UK,PG-13,140000000.0,2014.0,893.0,6.1,51000.0,-74992955.0,-53.56639642857143
160,J.J. Abrams,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,257704099.0,Chris Hemsworth,Star Trek ,504419.0,39284.0,Bruce Greenwood,0.0,box office hit|future|lifted by the throat|star trek|vulcan,1559.0,USA,PG-13,150000000.0,2009.0,12000.0,8.0,19000.0,107704099.0,71.80273266666667
161,Sam Raimi,291.0,121.0,0.0,4000.0,James Franco,24000.0,403706375.0,J.K. Simmons,Spider-Man ,544665.0,40484.0,Kirsten Dunst,0.0,evil|goblin|spider|spider man|superhero,2012.0,USA,PG-13,139000000.0,2002.0,11000.0,7.3,5000.0,264706375.0,190.43624100719424
162,Dean DeBlois,292.0,102.0,255.0,953.0,Djimon Hounsou,18000.0,176997107.0,Gerard Butler,How to Train Your Dragon 2 ,221128.0,23378.0,America Ferrera,5.0,dragon|father son relationship|husband wife relationship|mother son relationship|viking,343.0,USA,PG,145000000.0,2014.0,3000.0,7.9,46000.0,31997107.0,22.066970344827585
163,Alex Proyas,184.0,126.0,295.0,284.0,Elodie Yung,18000.0,31141074.0,Gerard Butler,Gods of Egypt ,51892.0,19769.0,Bryan Brown,4.0,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,273.0,USA,PG-13,140000000.0,2016.0,934.0,5.5,24000.0,-108858926.0,-77.75637571428572
164,Rob Cohen,145.0,121.0,357.0,653.0,Joe Morton,820.0,31704416.0,Sam Shepard,Stealth ,45455.0,2705.0,Richard Roxburgh,0.0,artificial intelligence|box office flop|fighter jet|navy|pilot,388.0,USA,PG-13,135000000.0,2005.0,780.0,5.0,0.0,-103295584.0,-76.5152474074074
165,Zack Snyder,451.0,215.0,0.0,413.0,Billy Crudup,986.0,107503316.0,Matt Frewer,Watchmen ,392474.0,2530.0,Stephen McHattie,1.0,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,1229.0,USA,R,130000000.0,2009.0,745.0,7.7,18000.0,-22496684.0,-17.305141538461537
